filename,rms,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
[vio][cla]2222__1.wav,0.12382003664970398,1410.030933377125,1956.8606777311861,2709.109744510135,0.034690591819498066,-192.01553344726562,208.6746368408203,-33.13327407836914,31.163894653320312,2.433655261993408,9.796520233154297,-6.221993446350098,5.9682793617248535,-8.032788276672363,-2.7196044921875,-7.303238868713379,-6.784399509429932,-3.302204132080078,-3.2749311923980713,0.3857956826686859,-2.202397584915161,-2.9549672603607178,-4.140956878662109,-4.638892650604248,-8.158299446105957,vio
135__[vio][nod][cou_fol]2199__1.wav,0.10212782770395279,3242.974716057299,2796.8736336986435,5746.621621621622,0.10345341155888031,-185.5554656982422,126.04898071289062,-87.0151596069336,23.476749420166016,-34.745548248291016,21.528472900390625,-20.985265731811523,2.9760591983795166,-12.340241432189941,8.4022216796875,-7.673559665679932,-6.24104118347168,-5.715949058532715,-6.414253234863281,-4.765746593475342,-4.108491897583008,0.31250619888305664,-10.57689380645752,-4.5202484130859375,-6.452618598937988,vio
[vio][jaz_blu]2229__2.wav,0.09873521327972412,3309.990757114375,3385.061876476934,6729.998944256757,0.08739291747104247,-133.63636779785156,133.20858764648438,-47.393211364746094,59.90540313720703,-20.997329711914062,22.667888641357422,-17.38351821899414,18.622135162353516,-10.467925071716309,16.082794189453125,0.8289539217948914,0.6776898503303528,-2.548738956451416,-2.436311721801758,1.900468111038208,-1.8227903842926025,4.918965816497803,-5.0303521156311035,7.401433944702148,-1.9587022066116333,vio
[vio][jaz_blu]2134__1.wav,0.11334028095006943,2414.0479624181353,2906.775052530276,4965.855943834459,0.05646529621138996,-150.8504180908203,164.4423828125,-44.987796783447266,38.62850570678711,-14.225689888000488,23.740663528442383,-12.349223136901855,17.973281860351562,-7.281193256378174,5.547726154327393,-7.633703231811523,-1.4472686052322388,-4.47855806350708,-9.029874801635742,-5.06967830657959,-4.934536933898926,2.773423433303833,-4.629255771636963,-0.24820193648338318,-9.11301040649414,vio
[vio][cla]2214__1.wav,0.018437162041664124,1203.5093392082886,1693.005494652616,2087.723025760135,0.031074671211389963,-447.8570861816406,190.43984985351562,-25.69344139099121,18.405611038208008,9.190781593322754,-8.365558624267578,-12.064728736877441,-2.912863254547119,-15.007468223571777,-13.976762771606445,-8.625307083129883,-15.325723648071289,-10.132099151611328,-8.500908851623535,1.4215151071548462,-0.36630308628082275,-3.510380506515503,-9.403608322143555,-15.502931594848633,-10.532530784606934,vio
[vio][jaz_blu]2229__3.wav,0.1013282984495163,3245.4405573505455,3376.547520879994,6636.300411739865,0.08343953607625483,-133.89059448242188,133.95553588867188,-46.662254333496094,59.968719482421875,-18.70153045654297,24.544963836669922,-19.308692932128906,17.21971321105957,-10.93272876739502,15.551252365112305,-1.312865972518921,0.2126215696334839,-0.37566861510276794,1.5054912567138672,5.335506439208984,-0.857757568359375,3.785346746444702,-7.58170747756958,4.2589850425720215,-5.588557243347168,vio
130__[vio][nod][cla]2154__1.wav,0.022444890812039375,2379.0411397188122,3408.2378254392083,3584.4053526182433,0.07481637608590734,-387.8988037109375,159.770263671875,-16.27915382385254,20.906959533691406,50.36613082885742,-10.06110668182373,-7.963621139526367,5.624790191650391,-13.010581016540527,9.905829429626465,-16.849369049072266,7.08875036239624,-5.602411270141602,9.638068199157715,-8.285022735595703,4.029745578765869,-10.622121810913086,7.655129432678223,-6.415675640106201,2.8202261924743652,vio
[vio][cla]2277__1.wav,0.0325247123837471,1324.6994349290387,1671.1070079549615,2574.922138935811,0.033080583373552123,-378.53948974609375,192.35057067871094,-39.963470458984375,25.87676429748535,15.3149995803833,-3.4473328590393066,-6.90568733215332,-8.864340782165527,-10.426876068115234,-13.96949291229248,-9.535262107849121,-17.05034065246582,-22.66733169555664,-11.669466972351074,-4.432555198669434,-6.310492038726807,-2.4822940826416016,1.6580737829208374,-0.8293822407722473,-8.45227336883545,vio
122__[vio][nod][cla]2176__3.wav,0.012296617031097412,2783.5730991509026,3344.6750607010936,5174.869351773648,0.056220212958494206,-502.9273376464844,108.65635681152344,-30.366300582885742,31.904794692993164,7.6295270919799805,1.5866397619247437,-0.6652129888534546,3.2790582180023193,4.4797043800354,4.273891925811768,0.09227484464645386,-4.974758625030518,-7.59796667098999,-0.9099917411804199,13.277048110961914,10.712787628173828,3.5500760078430176,0.6849873065948486,-2.8189289569854736,-6.217185974121094,vio
[vio][jaz_blu]2237__3.wav,0.06550554931163788,1577.776183759181,2029.5643367570785,2895.675411739865,0.046173684845559844,-295.2721252441406,186.57293701171875,-16.15921401977539,28.850526809692383,-10.82961654663086,5.507783889770508,-17.698211669921875,3.077639102935791,-3.9898526668548584,0.40187472105026245,4.5349202156066895,-9.161711692810059,-10.96282958984375,-21.039987564086914,-4.7026143074035645,-14.7742919921875,1.682415246963501,8.05826187133789,-1.7124192714691162,-4.162734508514404,vio
121__[vio][nod][cla]2161__3.wav,0.0401238389313221,2366.7464575472413,2564.480961501947,4203.5472972972975,0.06920962536196912,-353.6671142578125,129.4824676513672,-28.656156539916992,31.70595359802246,6.9458417892456055,9.956209182739258,-7.3111958503723145,2.4092183113098145,2.7533915042877197,-2.7123241424560547,-9.027875900268555,-9.68376350402832,-16.626338958740234,3.814389705657959,17.69978141784668,15.888617515563965,6.212380886077881,7.927650451660156,12.259803771972656,-3.1865105628967285,vio
[vio][pop_roc]2139__1.wav,0.09583408385515213,2923.6483688635117,3622.9022788215907,6273.8941089527025,0.055490618967181465,-166.64541625976562,137.70565795898438,-21.200532913208008,38.720985412597656,0.6920726895332336,20.84435272216797,3.4542574882507324,12.671226501464844,-0.6140620708465576,3.884775161743164,-0.5264732837677002,5.443645000457764,-5.426158428192139,3.506124258041382,-4.934804916381836,1.429984211921692,-3.232649564743042,1.1687692403793335,-2.8045012950897217,-0.870873212814331,vio
[vio][pop_roc]2144__1.wav,0.07095623016357422,3551.2901782953945,3630.2875888928734,7118.594277871622,0.0801441089527027,-215.19512939453125,115.0516128540039,-39.77602767944336,43.56906509399414,-5.935426235198975,15.221850395202637,-20.17952537536621,-2.9191038608551025,-24.147151947021484,-5.757201194763184,-17.69651222229004,-3.0949995517730713,-24.00743865966797,-7.010597229003906,-12.57797622680664,-3.2105929851531982,-10.263662338256836,7.143111705780029,6.130074501037598,6.758422374725342,vio
[vio][pop_roc]2127__1.wav,0.13757039606571198,1950.4005162856947,2840.119934794666,4056.057326858108,0.032716729005791506,-186.50186157226562,159.611572265625,-9.391319274902344,46.39823532104492,-1.0151714086532593,13.514991760253906,-3.250213861465454,20.62836265563965,1.8671085834503174,8.891196250915527,0.2970518469810486,1.1011953353881836,-5.577955722808838,-4.299513339996338,-0.12928247451782227,-3.2388477325439453,0.7791471481323242,-1.2365247011184692,0.7530849575996399,-3.8621225357055664,vio
[vio][pop_roc]2247__3.wav,0.1455022692680359,1929.1478288414812,2734.161225856306,3970.5896326013512,0.028293918918918918,-240.5238037109375,160.9082489013672,7.871890068054199,30.1585693359375,8.02831745147705,21.494874954223633,11.096979141235352,9.874159812927246,-0.13926514983177185,18.74632453918457,5.495455741882324,8.293429374694824,-1.3009310960769653,7.189914226531982,-0.6335952281951904,0.38167640566825867,-5.195906639099121,-0.1566111445426941,-0.30633944272994995,-3.8373663425445557,vio
[vio][cla]2265__1.wav,0.028506547212600708,2152.8269906280575,2662.4271979102527,3916.6319151182433,0.06739223877895753,-348.7041015625,159.89541625976562,-21.679086685180664,27.41541290283203,-5.974304676055908,6.930616855621338,-20.020292282104492,17.854665756225586,2.2675669193267822,22.664955139160156,-7.943535804748535,-18.588991165161133,-31.349191665649414,-14.602476119995117,5.170342922210693,4.899664402008057,5.605560779571533,-3.7560784816741943,-5.351369380950928,-0.9870349764823914,vio
027__[vio][dru][cou_fol]2189__3.wav,0.23013076186180115,3524.787207590843,3387.0514967772087,6961.709512246622,0.11616192084942085,-45.036014556884766,134.08201599121094,-57.50139236450195,63.05721664428711,-25.524362564086914,25.824493408203125,-24.55800437927246,27.189191818237305,-13.081287384033203,10.959489822387695,-12.417655944824219,4.019804954528809,-3.6658577919006348,-0.6188663840293884,-2.016512393951416,2.9393532276153564,5.826160430908203,-10.747533798217773,6.063419342041016,-4.657908916473389,vio
108__[vio][nod][cou_fol]2193__1.wav,0.05891251191496849,2142.0845158165253,1941.7793997328174,3814.3699852195946,0.07224488718629343,-253.20281982421875,178.44996643066406,-85.7657241821289,30.13971710205078,4.576262474060059,-3.5191586017608643,-1.281054139137268,-1.7879174947738647,-4.906970024108887,-10.376628875732422,-13.000901222229004,-13.784034729003906,-9.174053192138672,-9.589157104492188,-3.088374614715576,-2.5535218715667725,-5.23401403427124,-3.79022479057312,-3.7294371128082275,-12.0927734375,vio
[vio][jaz_blu]2092__3.wav,0.14453746378421783,1824.1192027081909,2947.686678129839,3406.5693623310813,0.03061843930984556,-220.95199584960938,153.4546356201172,4.955785751342773,34.1827507019043,-13.409724235534668,18.037334442138672,-8.020075798034668,16.199426651000977,-5.2439398765563965,6.2012529373168945,0.6658278107643127,11.220383644104004,8.663152694702148,12.199742317199707,7.295335292816162,5.365769386291504,3.7981503009796143,1.528139591217041,-0.3682289719581604,-4.205023765563965,vio
[vio][jaz_blu]2092__1.wav,0.09954070299863815,2242.844988645333,3310.837289954156,4225.246779983108,0.04239186172779923,-240.76882934570312,141.6321258544922,-2.808932065963745,29.523927688598633,-12.980196952819824,20.9432315826416,-15.536510467529297,20.6215877532959,-3.846778154373169,10.940917015075684,-7.961983680725098,9.74287223815918,-7.453523635864258,0.4511873424053192,-6.13307523727417,-3.951143980026245,-6.252646446228027,8.988972663879395,21.918228149414062,28.552778244018555,vio
027__[vio][dru][cou_fol]2189__1.wav,0.25163155794143677,3686.12774789367,3463.7229997881427,7265.4191300675675,0.11714036860521236,-39.31856918334961,126.78565216064453,-57.45160675048828,69.46974182128906,-20.832054138183594,32.76555252075195,-17.962881088256836,30.21251678466797,-10.739469528198242,13.87818431854248,-9.195355415344238,5.992287635803223,-0.7448827028274536,1.6392468214035034,3.260755777359009,0.5104361176490784,1.2775018215179443,-9.352453231811523,0.9852806925773621,-5.0600690841674805,vio
[vio][cla]2265__3.wav,0.038343969732522964,1664.0594411495329,2380.1728115939536,3261.8230046452704,0.04442416747104247,-321.92095947265625,181.43667602539062,-21.229719161987305,37.66936492919922,-0.19001293182373047,12.96068000793457,-19.446622848510742,8.898183822631836,-9.709160804748535,10.041722297668457,-8.889430046081543,-2.47158145904541,-17.33635139465332,-9.24068546295166,-2.5754032135009766,-2.2536003589630127,5.986908912658691,5.859560489654541,9.241937637329102,8.544173240661621,vio
[vio][pop_roc]2247__1.wav,0.10645978152751923,1378.691523703828,2272.1469822570316,2680.9253589527025,0.020477648407335906,-299.4068603515625,166.58056640625,-19.31732177734375,22.27522850036621,15.381725311279297,23.137510299682617,6.205475807189941,15.598559379577637,6.851088047027588,24.140361785888672,18.018102645874023,18.635547637939453,0.6685675382614136,3.36429762840271,-4.042140007019043,1.6077412366867065,1.9251371622085571,6.78503942489624,4.4894185066223145,-0.5236296057701111,vio
108__[vio][nod][cou_fol]2193__3.wav,0.05558307096362114,2221.8352751528205,1918.9099036419357,3901.9161739864867,0.08530970982142858,-249.87091064453125,185.5425567626953,-97.5958023071289,29.487550735473633,-3.1663012504577637,4.049774646759033,4.287406921386719,7.482375144958496,-6.684963703155518,-7.122369289398193,-5.861640453338623,-9.062986373901367,-8.279796600341797,-8.68294906616211,1.3566311597824097,-4.067734718322754,-8.285022735595703,-5.065707206726074,-3.079066038131714,-13.847275733947754,vio
[vio][cla]2087__2.wav,0.0034143489319831133,1935.451308557647,2529.9376900700895,3416.213576858108,0.04368891771235521,-533.2643432617188,167.61280822753906,-52.49091720581055,10.896086692810059,-6.502630233764648,-0.5740590691566467,-17.091148376464844,1.6097486019134521,-18.302757263183594,3.058898448944092,-7.0722503662109375,-3.5981318950653076,-18.075546264648438,-1.4848252534866333,-8.780022621154785,-1.6018171310424805,4.397770881652832,15.127469062805176,21.221126556396484,15.837860107421875,vio
[vio][pop_roc]2127__3.wav,0.20970620214939117,1945.1776431448443,2735.728028106839,3896.5952280405404,0.035461661438223935,-160.39430236816406,155.83932495117188,-17.104873657226562,44.11981964111328,-7.284649848937988,14.298994064331055,-2.8892481327056885,21.383346557617188,5.043091773986816,7.092173099517822,-0.67955082654953,0.9378372430801392,-3.0837514400482178,-5.214705467224121,-4.584101676940918,-7.4514265060424805,-3.697512149810791,-3.585731267929077,-0.4644485116004944,-4.222768306732178,vio
[vio][pop_roc]2144__3.wav,0.06296715885400772,3502.2589671736655,3569.82485391884,6986.817725929054,0.08960055200289575,-212.55857849121094,122.81329345703125,-41.3546257019043,37.12110900878906,-10.336587905883789,12.445467948913574,-18.077558517456055,-2.985518455505371,-12.919261932373047,1.1947840452194214,-15.877105712890625,-4.456790924072266,-18.143051147460938,1.996741533279419,0.5243669152259827,7.932913303375244,-4.498880863189697,6.6167426109313965,-1.6282062530517578,-3.371502161026001,vio
099__[vio][nod][cla]2172__2.wav,0.03245384246110916,1311.9174670232112,1720.4047779121056,2519.7173247466217,0.031610083856177605,-370.83331298828125,206.88180541992188,-42.28578186035156,33.363258361816406,15.334274291992188,1.156840443611145,-11.568719863891602,-5.624178886413574,-2.4831056594848633,-3.939812421798706,-3.179074287414551,-3.6106417179107666,-13.92601203918457,2.243771553039551,4.746316432952881,-6.097298622131348,-9.976954460144043,-8.764033317565918,5.701835632324219,1.8233832120895386,vio
[vio][pop_roc]2139__3.wav,0.0953897014260292,3522.7039601650354,4059.8016319615185,7664.822635135135,0.0777686866554054,-138.1178436279297,120.53263854980469,-20.535907745361328,41.404415130615234,-8.054545402526855,18.62260627746582,-4.043629169464111,12.411547660827637,-6.598871231079102,8.643935203552246,3.093130111694336,11.345773696899414,-0.5629231333732605,8.06118106842041,-4.066699504852295,-3.8351986408233643,-13.074185371398926,2.4078357219696045,0.5737138986587524,0.9874550104141235,vio
[vio][jaz_blu]2237__1.wav,0.02739262767136097,708.0493163050232,997.7447286330521,1157.3057432432433,0.018752639358108107,-433.0548400878906,222.7322998046875,30.942020416259766,-9.592501640319824,10.251524925231934,4.076600551605225,-5.720550537109375,-3.67362380027771,-3.663170576095581,-5.9331769943237305,-8.336148262023926,-11.477091789245605,-10.12187385559082,-6.391432285308838,-6.213913440704346,-6.134408950805664,-0.5948953628540039,1.6061033010482788,-2.553318738937378,-6.664528846740723,vio
122__[vio][nod][cla]2176__1.wav,0.02758004330098629,1173.0989363117935,1998.7487918727236,2216.1739864864867,0.03165910050675676,-389.3848876953125,215.814453125,-7.984454154968262,50.08943557739258,9.969029426574707,5.885721683502197,-8.052404403686523,-1.3745243549346924,-7.192270755767822,-11.100896835327148,0.12088089436292648,1.886277675628662,-1.6664767265319824,4.276064395904541,9.448372840881348,2.9699575901031494,-2.557730197906494,-4.861144542694092,-6.058866024017334,1.757172703742981,vio
125__[vio][nod][cla]2151__2.wav,0.03581768646836281,1506.2103455331035,2227.7438587220377,2902.243454391892,0.03436067205598456,-326.7239990234375,186.24769592285156,-15.94929027557373,37.10831832885742,5.078381538391113,8.404025077819824,-9.736266136169434,-1.7771860361099243,-9.168949127197266,1.6787570714950562,-3.3748619556427,-2.9416489601135254,-0.8068251013755798,1.90932297706604,-3.296175003051758,-3.4401440620422363,-2.8510684967041016,-1.86735999584198,-1.3078711032867432,-0.2730770707130432,vio
121__[vio][nod][cla]2161__1.wav,0.020768877118825912,1984.281916003459,2444.992714093393,3295.3283361486488,0.056337098817567564,-431.87542724609375,137.08087158203125,-31.19100570678711,31.576265335083008,13.45948600769043,13.763795852661133,-6.303038120269775,-1.0336298942565918,-4.203068733215332,-6.954524517059326,0.5639999508857727,8.158803939819336,2.336766004562378,9.119706153869629,15.617955207824707,15.124307632446289,12.466294288635254,14.245038986206055,5.532317161560059,-8.295721054077148,vio
[vio][cla]2277__3.wav,0.016335217282176018,1156.6795462418277,1756.6939951967454,1970.7453547297298,0.024229307432432432,-500.8602600097656,162.2260284423828,-9.612046241760254,9.8389892578125,24.313152313232422,-4.473580837249756,-6.439181327819824,0.20931376516819,-3.716553211212158,-10.939144134521484,-11.657880783081055,-13.233427047729492,-14.75521469116211,-8.527593612670898,-3.4392943382263184,4.25314998626709,16.291170120239258,15.859763145446777,3.1676061153411865,-6.075695514678955,vio
[vio][cla]2222__2.wav,0.06927412003278732,1285.6822233670487,1710.7703544816422,2346.8697212837837,0.03513551218629344,-262.00152587890625,224.45672607421875,-36.93617630004883,24.28519630432129,0.9321277141571045,10.838109016418457,-4.146079063415527,3.5356719493865967,-11.097823143005371,-8.411182403564453,-7.884368896484375,-5.024423599243164,-2.3217241764068604,-4.35866641998291,1.8639342784881592,-3.7838945388793945,-2.953718900680542,-3.1695454120635986,-4.263489723205566,-4.463717460632324,vio
[vio][cla]2095__2.wav,0.018635131418704987,2690.9358536279738,2841.377073849172,4925.865709459459,0.07378325591216216,-406.6634216308594,119.80223083496094,-42.76401901245117,24.98855209350586,-24.348365783691406,-8.302945137023926,-33.17063903808594,9.516034126281738,-10.660574913024902,14.507500648498535,-0.8045659065246582,2.4422500133514404,-6.778677463531494,-15.890507698059082,-2.412566900253296,2.0256800651550293,8.084677696228027,9.473997116088867,8.46682357788086,-0.10096275061368942,vio
[vio][jaz_blu]2229__1.wav,0.09262725710868835,3183.0446463817807,3415.48312033037,6562.638566300676,0.0763999909507722,-141.75201416015625,136.95248413085938,-44.65867614746094,56.465213775634766,-20.08328628540039,21.113956451416016,-21.09320831298828,17.00242042541504,-10.590754508972168,19.765953063964844,0.49550437927246094,5.010133266448975,0.9731917977333069,1.8795522451400757,1.9976304769515991,-6.543432235717773,-0.052083492279052734,-8.011709213256836,6.235594749450684,-3.5719892978668213,vio
135__[vio][nod][cou_fol]2199__2.wav,0.1107800155878067,3080.3001361171678,2765.79685204406,5555.150707347973,0.09455500422297297,-174.99295043945312,126.20499420166016,-84.6282730102539,20.736881256103516,-33.10402297973633,16.826173782348633,-23.1387882232666,-3.538741111755371,-15.95544719696045,-1.8439438343048096,-11.100395202636719,-7.608141899108887,-1.4479873180389404,1.6111217737197876,0.3099912106990814,-1.0845850706100464,-2.6991844177246094,-14.33668041229248,-6.146158695220947,-8.668344497680664,vio
130__[vio][nod][cla]2154__3.wav,0.00838035810738802,2906.221077355387,4366.488807277676,5095.886560388513,0.05007804958976834,-440.8209533691406,142.96742248535156,-22.48989486694336,12.06385326385498,40.356388092041016,0.2117055058479309,-16.40867805480957,11.528168678283691,-14.007941246032715,13.888897895812988,-13.199230194091797,15.15322494506836,-13.222488403320312,11.503717422485352,-8.709057807922363,14.891826629638672,-2.8794333934783936,17.2752742767334,-5.350154876708984,6.4601945877075195,vio
[vio][cla]2214__3.wav,0.011178649961948395,1347.5724156796712,1839.928219983847,2590.302998310811,0.034513377775096526,-494.395751953125,184.39451599121094,-34.30900955200195,23.521480560302734,-10.59955883026123,-19.344209671020508,-32.60235595703125,-17.705028533935547,-25.930673599243164,-21.480857849121094,-11.069405555725098,-8.516510963439941,-1.2748162746429443,2.6699037551879883,3.956308364868164,-2.6609370708465576,5.307755947113037,13.581555366516113,10.731101989746094,-1.6524649858474731,vio
[vio][jaz_blu]2134__3.wav,0.17159220576286316,2792.079407253546,3007.129151736939,5603.787478885135,0.07172455658783784,-111.17073059082031,158.48394775390625,-51.52827835083008,43.17652893066406,-26.38652229309082,25.769779205322266,-14.08003044128418,26.117948532104492,-4.704732418060303,5.830236434936523,-11.982373237609863,-2.40218448638916,-4.761316299438477,-4.825707912445068,-3.3066599369049072,-3.0321669578552246,5.967617511749268,-2.7587876319885254,7.925261974334717,-6.157857894897461,vio
[vio][jaz_blu]2134__2.wav,0.12568248808383942,2700.416418439646,3025.6328318276996,5612.766575168919,0.06165917591698842,-139.4439239501953,157.163818359375,-49.22738265991211,44.39176559448242,-16.573902130126953,25.795238494873047,-16.092802047729492,17.348876953125,-13.306285858154297,3.7288990020751953,-9.49807357788086,1.2090039253234863,3.6916401386260986,4.417098522186279,2.5035061836242676,-9.74665355682373,-7.637213706970215,-12.59363842010498,1.7425096035003662,-4.505481243133545,vio
[vio][cla]2214__2.wav,0.018600504845380783,1555.9646773180511,2007.491260628116,3006.833298141892,0.040736607142857144,-421.4550476074219,178.5597381591797,-41.48726272583008,27.201053619384766,-19.357446670532227,-9.69875431060791,-24.335187911987305,-14.26326847076416,-32.44453811645508,-18.16397476196289,-14.848343849182129,-18.052947998046875,-13.429508209228516,-15.789490699768066,-0.13018232583999634,1.9271498918533325,0.5613438487052917,-0.8665282726287842,-3.099741220474243,-2.3558406829833984,vio
130__[vio][nod][cla]2154__2.wav,0.02375209517776966,2817.055228002777,3584.1619633494206,3990.7094594594596,0.09693042652027027,-416.8328552246094,126.01205444335938,-25.428083419799805,21.68802261352539,55.98118209838867,3.7438676357269287,14.282886505126953,21.66640853881836,-8.687029838562012,0.14167839288711548,-22.054323196411133,16.055818557739258,7.46375036239624,5.9247612953186035,-14.037629127502441,7.467590808868408,-2.1743574142456055,6.376219749450684,-5.54443883895874,6.798865795135498,vio
135__[vio][nod][cou_fol]2199__3.wav,0.09838218986988068,3178.383203798722,2749.647503477482,5730.658783783784,0.10226381515444015,-181.24349975585938,128.3654022216797,-91.55613708496094,27.317657470703125,-35.14148712158203,20.056299209594727,-23.75053596496582,-0.36722448468208313,-18.10546875,1.2646008729934692,-16.0262451171875,-8.851113319396973,-0.8282034993171692,-0.031069928780198097,1.5351781845092773,0.6217771768569946,-2.0391478538513184,-13.275686264038086,-3.592683792114258,-9.192554473876953,vio
[vio][cla]2222__3.wav,0.06513447314500809,1065.0261124707786,1490.675021931713,1864.6589949324325,0.028523920125482626,-288.9922180175781,232.96585083007812,-25.389101028442383,21.841020584106445,5.746978282928467,6.164218902587891,0.22003506124019623,-0.5177223086357117,-8.564462661743164,-10.210230827331543,-5.865716934204102,-4.427053928375244,0.03677179664373398,-3.3792614936828613,1.2568111419677734,-5.122250080108643,-5.655483245849609,-3.1559009552001953,-6.170445919036865,-3.6515419483184814,vio
